Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old_2-251110-02-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	171.300	0.000
0.150	197.300	0.000
0.300	221.200	0.000
0.450	236.600	0.000
0.600	247.750	0.000
0.750	256.950	0.000
0.900	265.000	0.000
1.050	272.150	0.000
1.200	278.950	0.000
1.350	285.850	0.000
1.500	293.000	0.000
1.650	300.700	0.000
1.800	309.300	0.000
1.950	319.700	0.000
2.100	333.550	0.000
2.250	356.400	0.000
2.400	390.400	0.000
2.550	412.200	0.000
2.700	424.900	0.000
2.850	433.400	0.000
3.000	439.800	0.000
3.150	444.900	0.000
3.300	449.250	0.000
3.450	452.900	0.000
3.600	456.100	0.000
3.750	459.100	0.000
3.900	461.650	0.000
4.050	463.900	0.000
