Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old_2-251111-10-3_0mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	170.900	0.000
0.150	196.550	0.000
0.300	220.850	0.000
0.450	236.650	0.000
0.600	247.950	0.000
0.750	257.200	0.000
0.900	265.250	0.000
1.050	272.350	0.000
1.200	279.400	0.000
1.350	286.350	0.000
1.500	293.400	0.000
1.650	301.150	0.000
1.800	309.800	0.000
1.950	320.100	0.000
2.100	334.050	0.000
2.250	356.750	0.000
2.400	390.650	0.000
2.550	412.600	0.000
2.700	425.300	0.000
2.850	433.800	0.000
