Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-251001-10-3_15mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	159.250	0.000
0.150	182.150	0.000
0.300	209.150	0.000
0.450	227.350	0.000
0.600	240.050	0.000
0.750	249.750	0.000
0.900	258.250	0.000
1.050	265.850	0.000
1.200	273.000	0.000
1.350	279.950	0.000
1.500	287.100	0.000
1.650	294.700	0.000
1.800	303.200	0.000
1.950	313.200	0.000
2.100	326.350	0.000
2.250	347.000	0.000
2.400	381.050	0.000
2.550	406.150	0.000
2.700	420.200	0.000
2.850	429.250	0.000
3.000	436.000	0.000
